episode,epoch,publisher,trans_id,reward,delay_steps,total_expense
0,3,28,135115.0,0.930821221992434,10,0.0
0,3,29,135116.0,-2.859085936259773,20,2.4590859362597732
0,4,20,135117.0,-0.4,10,0.0
0,4,21,135118.0,2.434789337030172,10,0.0
0,4,22,135119.0,1.9397152530515624,10,0.6292966954756142
0,4,23,,0.0,0,0.0
0,4,24,135120.0,0.6,10,0.0
0,4,25,135121.0,-1.4,20,1.0
0,4,26,135122.0,-0.4,10,0.0
0,4,27,135123.0,-1.4,20,1.0
0,4,28,135124.0,2.6,10,0.0
0,4,29,135125.0,-3.234789337030172,20,3.834789337030172
0,5,20,135126.0,-0.4,10,0.0
0,5,21,135127.0,1.5245579853294773,10,0.0
0,5,22,135128.0,0.6730150826505686,10,0.0
0,5,23,,0.0,0,0.0
0,5,24,135129.0,-0.4,10,0.0
0,5,25,135130.0,-0.4,20,1.0
0,5,26,135131.0,0.6,10,0.0
0,5,27,135132.0,1.8808128184650355,20,1.330821221992434
0,5,28,135133.0,-0.4,10,0.0
0,5,29,135134.0,-2.0612711955301366,20,2.969011948527177
0,6,20,135135.0,-0.4,10,0.0
0,6,21,135136.0,-0.4,10,0.0
0,6,22,135137.0,-0.4,10,0.0
0,6,23,,0.0,0,0.0
0,6,24,135138.0,-0.4,10,0.0
0,6,25,135139.0,1.5423171326022225,20,1.6116340404574696
0,6,26,135140.0,-0.4,10,0.0
0,6,27,135141.0,-1.4780209199457781,20,1.078020919945778
0,6,28,135142.0,-0.4,10,0.0
0,6,29,135143.0,-2.324557985329477,20,2.924557985329477
0,7,20,135144.0,3.563256239186766,10,0.0
0,7,21,135145.0,-0.4,10,0.0
0,7,22,135146.0,-0.4,10,0.0
0,7,23,,0.0,0,0.0
0,7,24,135147.0,0.6738598220156581,10,0.0
0,7,25,135148.0,-2.3632562391867658,20,2.963256239186766
0,7,26,135149.0,-0.4,10,0.0
0,7,27,135150.0,-0.440846148759366,20,1.5539511730596922
0,7,28,135151.0,-0.4,10,0.0
0,7,29,135152.0,-1.5238449962283847,20,2.1238449962283847
0,8,20,135153.0,-0.4,10,0.0
0,8,21,135154.0,-0.4,10,0.0
0,8,22,135155.0,-0.4,10,0.0
0,8,23,,0.0,0,0.0
0,8,24,135156.0,-0.4,10,0.0
0,8,25,135157.0,1.6,20,1.0
0,8,26,135158.0,-0.4,10,0.0
0,8,27,135159.0,0.08689497569967397,20,1.5131050243003261
0,8,28,135160.0,-0.4,10,0.0
0,8,29,135161.0,-2.7077407529970405,20,2.3077407529970406
0,9,20,135162.0,-0.4,10,0.0
0,9,21,135163.0,-0.4,10,0.0
0,9,22,135164.0,-0.4,10,0.0
0,9,23,,0.0,0,0.0
0,9,24,135165.0,-0.4,10,0.0
0,9,25,135166.0,-1.4,20,1.0
0,9,26,135167.0,-0.4,10,0.0
0,9,27,135168.0,-1.4,20,1.0
0,9,28,135169.0,-0.4,10,0.0
0,9,29,135170.0,-2.4,20,2.0
0,10,20,135171.0,-0.4,10,0.0
0,10,21,135172.0,1.9201636718514283,10,0.0
0,10,22,135173.0,-0.4,10,0.0
0,10,23,,0.0,0,0.0
0,10,24,135174.0,-0.4,10,0.0
0,10,25,135175.0,-1.4,20,1.0
0,10,26,135176.0,-0.4,10,0.0
0,10,27,135177.0,-1.4,20,1.0
0,10,28,135178.0,-0.4,10,0.0
0,10,29,135179.0,-1.4,20,2.0
0,11,20,135180.0,-0.4,10,0.0
0,11,21,135181.0,-0.4,10,0.0
0,11,22,135182.0,0.9671301877016637,10,0.0
0,11,23,,0.0,0,0.0
0,11,24,135183.0,-0.4,10,0.0
0,11,25,135184.0,-1.4,20,1.0
0,11,26,135185.0,-0.4,10,0.0
0,11,27,135186.0,-0.4738598220156581,20,1.073859822015658
0,11,28,135187.0,-0.4,10,0.0
0,11,29,135188.0,-2.4,20,2.0
0,12,20,135189.0,-0.4,10,0.0
0,12,21,135190.0,-0.4,10,0.0
0,12,22,135191.0,-0.4,10,0.0
0,12,23,,0.0,0,0.0
0,12,24,135192.0,-0.4,10,0.0
0,12,25,135193.0,-0.4,20,1.0
0,12,26,135194.0,-0.4,10,0.0
0,12,27,135195.0,-1.4,20,1.0
0,12,28,135196.0,0.6,10,0.0
0,12,29,135197.0,-2.4,20,2.0
0,13,20,135198.0,-0.4,10,0.0
0,13,21,135199.0,-0.4,10,0.0
0,13,22,135200.0,-0.4,10,0.0
0,13,23,,0.0,0,0.0
0,13,24,135201.0,-0.4,10,0.0
0,13,25,135202.0,-1.4,20,1.0
0,13,26,135203.0,-0.4,10,0.0
0,13,27,135204.0,0.9960871640229856,20,1.0
0,13,28,135205.0,-0.4,10,0.0
0,13,29,135206.0,-2.720163671851428,20,2.3201636718514282
0,14,20,135207.0,-0.4,10,0.0
0,14,21,135208.0,-0.4,10,0.0
0,14,22,135209.0,-0.4,10,0.0
0,14,23,,0.0,0,0.0
0,14,24,135210.0,-0.4,10,0.0
0,14,25,135211.0,-1.4,20,1.0
0,14,26,135212.0,-0.4,10,0.0
0,14,27,135213.0,-1.4,20,1.0
0,14,28,135214.0,0.6,10,0.0
0,14,29,135215.0,-2.4,20,2.0
0,15,20,135216.0,-0.4,10,0.0
0,15,21,135217.0,-0.4,10,0.0
0,15,22,135218.0,0.3283900776342692,10,0.0
0,15,23,,0.0,0,0.0
0,15,24,135219.0,-0.4,10,0.0
0,15,25,135220.0,0.2039128359770146,20,1.3960871640229855
0,15,26,135221.0,-0.4,10,0.0
0,15,27,135222.0,-1.4,20,1.0
0,15,28,135223.0,-0.4,10,0.0
0,15,29,135224.0,-2.4,20,2.0
0,16,20,135225.0,-0.4,10,0.0
0,16,21,135226.0,-0.4,10,0.0
0,16,22,135227.0,-0.4,10,0.0
0,16,23,,0.0,0,0.0
0,16,24,135228.0,-0.4,10,0.0
0,16,25,135229.0,1.1671949796126184,20,1.0
0,16,26,135230.0,-0.4,10,0.0
0,16,27,135231.0,-1.4,20,1.0
0,16,28,135232.0,-0.4,10,0.0
0,16,29,135233.0,-2.4,20,2.0
0,17,20,135234.0,-0.4,10,0.0
0,17,21,135235.0,-0.4,10,0.0
0,17,22,135236.0,0.3283900776342692,10,0.0
0,17,23,,0.0,0,0.0
0,17,24,135237.0,-0.4,10,0.0
0,17,25,135238.0,0.6000000000000001,20,1.0
0,17,26,135239.0,-0.4,10,0.0
0,17,27,135240.0,0.11323768294984005,20,1.5671949796126183
0,17,28,135241.0,1.9960871640229856,10,0.0
0,17,29,135242.0,-2.4,20,2.0
0,18,20,135243.0,-0.4,10,0.0
0,18,21,135244.0,0.919451827969633,10,0.0
0,18,22,135245.0,-0.4,10,0.0
0,18,23,,0.0,0,0.0
0,18,24,135246.0,-0.4,10,0.0
0,18,25,135247.0,1.9905149219769251,20,1.0
0,18,26,135248.0,-0.4,10,0.0
0,18,27,135249.0,0.6000000000000001,20,1.0
0,18,28,135250.0,-0.4,10,0.0
0,18,29,135251.0,-1.4,20,2.0
0,19,20,135252.0,-0.4,10,0.0
0,19,21,135253.0,-0.4,10,0.0
0,19,22,135254.0,-0.4,10,0.0
0,19,23,,0.0,0,0.0
0,19,24,135255.0,-0.4,10,0.0
0,19,25,135256.0,-1.7960871640229854,20,1.3960871640229855
0,19,26,135257.0,0.6,10,0.0
0,19,27,135258.0,-1.4,20,1.0
0,19,28,135259.0,0.6,10,0.0
0,19,29,135260.0,-2.4,20,2.0
0,20,20,135261.0,-0.4,10,0.0
0,20,21,135262.0,-0.4,10,0.0
0,20,22,135263.0,1.6,10,0.0
0,20,23,,0.0,0,0.0
0,20,24,135264.0,-0.4,10,0.0
0,20,25,135265.0,-1.790514921976925,20,1.390514921976925
0,20,26,135266.0,-0.4,10,0.0
0,20,27,135267.0,1.6,20,1.0
0,20,28,135268.0,-0.4,10,0.0
0,20,29,135269.0,-2.4,20,2.0
0,21,20,135270.0,-0.4,10,0.0
0,21,21,135271.0,-0.4,10,0.0
0,21,22,135272.0,-0.4,10,0.0
0,21,23,,0.0,0,0.0
0,21,24,135273.0,-0.4,10,0.0
0,21,25,135274.0,-0.4,20,1.0
0,21,26,135275.0,-0.4,10,0.0
0,21,27,135276.0,-1.4804326625624586,20,1.0804326625624585
0,21,28,135277.0,-0.4,10,0.0
0,21,29,135278.0,-2.719451827969633,20,2.3194518279696332
0,22,20,135279.0,-0.4,10,0.0
0,22,21,135280.0,-0.4,10,0.0
0,22,22,135281.0,-0.4,10,0.0
0,22,23,,0.0,0,0.0
0,22,24,135282.0,-0.4,10,0.0
0,22,25,135283.0,-0.4,20,1.0
0,22,26,135284.0,-0.4,10,0.0
0,22,27,135285.0,-1.4,20,1.0
0,22,28,135286.0,-0.4,10,0.0
0,22,29,135287.0,-0.263770504148777,20,2.0
0,23,20,135288.0,-0.4,10,0.0
0,23,21,135289.0,-0.4,10,0.0
0,23,22,135290.0,0.25538136408343626,10,0.0
0,23,23,,0.0,0,0.0
0,23,24,135291.0,-0.4,10,0.0
0,23,25,135292.0,-1.4,20,1.0
0,23,26,135293.0,-0.4,10,0.0
0,23,27,135294.0,0.6000000000000001,20,1.0
0,23,28,135295.0,-0.4,10,0.0
0,23,29,135296.0,-2.4,20,2.0
0,24,20,135297.0,0.6,10,0.0
0,24,21,135298.0,-0.4,10,0.0
0,24,22,135299.0,-0.4,10,0.0
0,24,23,,0.0,0,0.0
0,24,24,135300.0,-0.4,10,0.0
0,24,25,135301.0,-1.4,20,1.0
0,24,26,135302.0,-0.4,10,0.0
0,24,27,135303.0,-1.4,20,1.0
0,24,28,135304.0,-0.4,10,0.0
0,24,29,135305.0,-2.4,20,2.0
0,25,20,135306.0,-0.4,10,0.0
0,25,21,135307.0,-0.4,10,0.0
0,25,22,135308.0,-1.0553813640834364,10,0.6553813640834363
0,25,23,,0.0,0,0.0
0,25,24,135309.0,-0.4,10,0.0
0,25,25,135310.0,-1.4,20,1.0
0,25,26,135311.0,-0.4,10,0.0
0,25,27,135312.0,-0.018056800206737944,20,1.0
0,25,28,135313.0,0.6,10,0.0
0,25,29,135314.0,-2.4,20,2.0
0,26,20,135315.0,-0.4,10,0.0
0,26,21,135316.0,1.1838412362930604,10,0.0
0,26,22,135317.0,0.2990690745171628,10,0.0
0,26,23,,0.0,0,0.0
0,26,24,135318.0,-0.4,10,0.0
0,26,25,135319.0,-1.4,20,1.0
0,26,26,135320.0,-0.4,10,0.0
0,26,27,135321.0,-1.4,20,1.0
0,26,28,135322.0,-0.4,10,0.0
0,26,29,135323.0,-2.5362294958512233,20,2.1362294958512233
0,27,20,135324.0,-0.4,10,0.0
0,27,21,135325.0,3.6883287794877644,10,0.0
0,27,22,135326.0,-0.4,10,0.0
0,27,23,,0.0,0,0.0
0,27,24,135327.0,-0.4,10,0.0
0,27,25,135328.0,-1.781943199793262,20,1.381943199793262
0,27,26,135329.0,-0.4,10,0.0
0,27,27,135330.0,-1.4,20,1.0
0,27,28,135331.0,-0.4,10,0.0
0,27,29,135332.0,-4.353719109350626,20,3.953719109350626
0,28,20,135333.0,0.6,10,0.0
0,28,21,135334.0,1.6540995320287517,10,0.0
0,28,22,135335.0,-2.4540995320287515,10,2.0540995320287516
0,28,23,,0.0,0,0.0
0,28,24,135336.0,0.6,10,0.0
0,28,25,135337.0,-1.4,20,1.0
0,28,26,135338.0,-0.4,10,0.0
0,28,27,135339.0,-1.4,20,1.0
0,28,28,135340.0,-0.4,10,0.0
0,28,29,135341.0,-2.282056536038831,20,2.5838412362930603
0,29,20,135342.0,-0.4,10,0.0
0,29,21,135343.0,-0.4,10,0.0
0,29,22,135344.0,-0.4,10,0.0
0,29,23,,0.0,0,0.0
0,29,24,135345.0,0.7772483192326857,10,0.0
0,29,25,135346.0,-1.4,20,1.0
0,29,26,135347.0,-0.4,10,0.0
0,29,27,135348.0,-1.4,20,1.0
0,29,28,135349.0,0.6,10,0.0
0,29,29,135350.0,-2.4,20,2.0
0,30,20,135351.0,1.9993509843946295,10,0.0
0,30,21,135352.0,-0.4,10,0.0
0,30,22,135353.0,-0.4,10,0.0
0,30,23,,0.0,0,0.0
0,30,24,135354.0,-0.4,10,0.0
0,30,25,135355.0,-0.4,20,1.0
0,30,26,135356.0,-0.4,10,0.0
0,30,27,135357.0,0.6000000000000001,20,1.0
0,30,28,135358.0,-0.4,10,0.0
0,30,29,135359.0,-2.4,20,2.0
0,31,20,135360.0,-0.4,10,0.0
0,31,21,135361.0,-0.4,10,0.0
0,31,22,135362.0,-0.7542483696585542,10,0.3542483696585543
0,31,23,,0.0,0,0.0
0,31,24,135363.0,-0.4,10,0.0
0,31,25,135364.0,-1.4,20,1.0
0,31,26,135365.0,-0.4,10,0.0
0,31,27,135366.0,-0.23183110051662636,20,1.0
0,31,28,135367.0,0.6,10,0.0
0,31,29,135368.0,-0.5346096701371388,20,2.134609670137139
0,32,20,135369.0,-0.4,10,0.0
0,32,21,135370.0,-0.4,10,0.0
0,32,22,135371.0,-0.4,10,0.0
0,32,23,,0.0,0,0.0
0,32,24,135372.0,-0.4,10,0.0
0,32,25,135373.0,-1.5772483192326856,20,1.1772483192326857
0,32,26,135374.0,-0.4,10,0.0
0,32,27,135375.0,0.6000000000000001,20,1.0
0,32,28,135376.0,0.6,10,0.0
0,32,29,135377.0,-2.4,20,2.0
0,33,20,135378.0,-0.4,10,0.0
0,33,21,135379.0,1.1432078470624871,10,0.0
0,33,22,135380.0,0.9521113466944321,10,0.0
0,33,23,,0.0,0,0.0
0,33,24,135381.0,0.6,10,0.0
0,33,25,135382.0,-1.7993509843946298,20,1.3993509843946297
0,33,26,135383.0,-0.4,10,0.0
0,33,27,135384.0,-1.4,20,1.0
0,33,28,135385.0,-0.4,10,0.0
0,33,29,135386.0,-2.4,20,2.0
0,34,20,135387.0,-0.4,10,0.0
0,34,21,135388.0,-0.4,10,0.0
0,34,22,135389.0,-1.752111346694432,10,1.3521113466944321
0,34,23,,0.0,0,0.0
0,34,24,135390.0,-0.4,10,0.0
0,34,25,135391.0,0.7935781334180558,20,1.0
0,34,26,135392.0,-0.4,10,0.0
0,34,27,135393.0,-1.5681688994833736,20,1.1681688994833737
0,34,28,135394.0,-0.4,10,0.0
0,34,29,135395.0,-2.4,20,2.0
0,35,20,135396.0,-0.4,10,0.0
0,35,21,135397.0,-0.4,10,0.0
0,35,22,135398.0,-0.4,10,0.0
0,35,23,,0.0,0,0.0
0,35,24,135399.0,-0.4,10,0.0
0,35,25,135400.0,0.13436308552839504,20,1.0
0,35,26,135401.0,-0.4,10,0.0
0,35,27,135402.0,-1.4,20,1.0
0,35,28,135403.0,-0.4,10,0.0
0,35,29,135404.0,-2.943207847062487,20,2.543207847062487
0,36,20,135405.0,-0.4,10,0.0
0,36,21,135406.0,3.5423315201568815,10,0.0
0,36,22,135407.0,-0.4,10,0.0
0,36,23,,0.0,0,0.0
0,36,24,135408.0,-0.4,10,0.0
0,36,25,135409.0,-0.4,20,1.0
0,36,26,135410.0,-0.4,10,0.0
0,36,27,135411.0,-1.9343630855283953,20,1.5343630855283952
0,36,28,135412.0,-0.4,10,0.0
0,36,29,135413.0,-4.195123938283248,20,3.9423315201568814
0,37,20,135414.0,-0.4,10,0.0
0,37,21,135415.0,2.381319757552603,10,0.0
0,37,22,135416.0,-0.4,10,0.0
0,37,23,,0.0,0,0.0
0,37,24,135417.0,-0.4,10,0.0
0,37,25,135418.0,-0.593578133418056,20,1.193578133418056
0,37,26,135419.0,-0.4,10,0.0
0,37,27,135420.0,-1.4,20,1.0
0,37,28,135421.0,-0.4,10,0.0
0,37,29,135422.0,-4.181319757552603,20,3.7813197575526027
0,38,20,135423.0,-0.4,10,0.0
0,38,21,135424.0,-0.4,10,0.0
0,38,22,135425.0,-0.4,10,0.0
0,38,23,,0.0,0,0.0
0,38,24,135426.0,-0.4,10,0.0
0,38,25,135427.0,-0.4,20,1.0
0,38,26,135428.0,-0.4,10,0.0
0,38,27,135429.0,-0.4,20,1.0
0,38,28,135430.0,-0.4,10,0.0
0,38,29,135431.0,-2.4,20,2.0
0,39,20,135432.0,-0.4,10,0.0
0,39,21,135433.0,-0.4,10,0.0
0,39,22,135434.0,-0.4,10,0.0
0,39,23,,0.0,0,0.0
0,39,24,135435.0,-0.4,10,0.0
0,39,25,135436.0,2.6803389471263226,20,1.0
0,39,26,135437.0,0.6,10,0.0
0,39,27,135438.0,-1.4,20,1.0
0,39,28,135439.0,0.6,10,0.0
0,39,29,135440.0,-2.4,20,2.0
0,40,20,135441.0,0.6,10,0.0
0,40,21,135442.0,-0.05549339806882492,10,0.0
0,40,22,135443.0,-0.5472075818736329,10,0.14720758187363295
0,40,23,,0.0,0,0.0
0,40,24,135444.0,-0.4,10,0.0
0,40,25,135445.0,-0.4,20,1.0
0,40,26,135446.0,-0.4,10,0.0
0,40,27,135447.0,-0.08015005555936117,20,1.0
0,40,28,135448.0,-0.4,10,0.0
0,40,29,135449.0,-2.4,20,2.0
0,41,20,135450.0,-0.4,10,0.0
0,41,21,135451.0,-0.4,10,0.0
0,41,22,135452.0,-0.4,10,0.0
0,41,23,,0.0,0,0.0
0,41,24,135453.0,0.6,10,0.0
0,41,25,135454.0,-1.4,20,1.0
0,41,26,135455.0,-0.4,10,0.0
0,41,27,135456.0,0.6000000000000001,20,1.0
0,41,28,135457.0,-0.4,10,0.0
0,41,29,135458.0,-2.4,20,2.0
0,42,20,135459.0,-0.4,10,0.0
0,42,21,135460.0,-0.4,10,0.0
0,42,22,135461.0,-0.4,10,0.0
0,42,23,,0.0,0,0.0
0,42,24,135462.0,0.926030986675605,10,0.0
0,42,25,135463.0,-0.4,20,1.0
0,42,26,135464.0,-0.4,10,0.0
0,42,27,135465.0,-1.719849944440639,20,1.3198499444406389
0,42,28,135466.0,-0.4,10,0.0
0,42,29,135467.0,-1.4,20,2.0
0,43,20,135468.0,-0.4,10,0.0
0,43,21,135469.0,-0.4,10,0.0
0,43,22,135470.0,-0.7445066019311751,10,0.3445066019311751
0,43,23,,0.0,0,0.0
0,43,24,135471.0,-0.4,10,0.0
0,43,25,135472.0,-1.4,20,1.0
0,43,26,135473.0,-0.4,10,0.0
0,43,27,135474.0,-1.4803389471263229,20,1.0803389471263227
0,43,28,135475.0,0.6,10,0.0
0,43,29,135476.0,-2.4,20,2.0
0,44,20,135477.0,-0.4,10,0.0
0,44,21,135478.0,0.7330583999625179,10,0.0
0,44,22,135479.0,-0.22875378168469432,10,0.0
0,44,23,,0.0,0,0.0
0,44,24,135480.0,-0.4,10,0.0
0,44,25,135481.0,-0.4,20,1.0
0,44,26,135482.0,-0.4,10,0.0
0,44,27,135483.0,-1.726030986675605,20,1.326030986675605
0,44,28,135484.0,-0.4,10,0.0
0,44,29,135485.0,-1.4,20,2.0
0,45,20,135486.0,-0.4,10,0.0
0,45,21,135487.0,2.6196973638339824,10,0.0
0,45,22,135488.0,-0.4,10,0.0
0,45,23,,0.0,0,0.0
0,45,24,135489.0,-0.4,10,0.0
0,45,25,135490.0,-1.4,20,1.0
0,45,26,135491.0,-0.4,10,0.0
0,45,27,135492.0,-0.4,20,1.0
0,45,28,135493.0,-0.4,10,0.0
0,45,29,135494.0,-4.419697363833983,20,4.019697363833982
0,46,20,135495.0,-0.4,10,0.0
0,46,21,135496.0,-0.4,10,0.0
0,46,22,135497.0,-0.4,10,0.0
0,46,23,,0.0,0,0.0
0,46,24,135498.0,0.6706434436758538,10,0.0
0,46,25,135499.0,-0.4,20,1.0
0,46,26,135500.0,-0.4,10,0.0
0,46,27,135501.0,-0.4,20,1.0
0,46,28,135502.0,-0.4,10,0.0
0,46,29,135503.0,-2.4,20,2.0
0,47,20,135504.0,-0.4,10,0.0
0,47,21,135505.0,-0.4,10,0.0
0,47,22,135506.0,-0.4,10,0.0
0,47,23,,0.0,0,0.0
0,47,24,135507.0,-0.4,10,0.0
0,47,25,135508.0,-0.4,20,1.0
0,47,26,135509.0,-0.4,10,0.0
0,47,27,135510.0,-1.4,20,1.0
0,47,28,135511.0,0.9749626056416111,10,0.0
0,47,29,135512.0,-2.4,20,2.0
0,48,20,135513.0,-0.4,10,0.0
0,48,21,135514.0,-0.4,10,0.0
0,48,22,135515.0,-0.5712462183153058,10,0.1712462183153057
0,48,23,,0.0,0,0.0
0,48,24,135516.0,-0.4,10,0.0
0,48,25,135517.0,-1.4,20,1.0
0,48,26,135518.0,-0.4,10,0.0
0,48,27,135519.0,0.6000000000000001,20,1.0
0,48,28,135520.0,-0.4,10,0.0
0,48,29,135521.0,-2.533058399962518,20,2.133058399962518
0,49,20,135522.0,-0.4,10,0.0
0,49,21,135523.0,-0.4,10,0.0
0,49,22,135524.0,1.6810780112745252,10,0.0
0,49,23,,0.0,0,0.0
0,49,24,135525.0,-0.4,10,0.0
0,49,25,135526.0,0.225037394358389,20,1.374962605641611
0,49,26,135527.0,-0.4,10,0.0
0,49,27,135528.0,-1.4,20,1.0
0,49,28,135529.0,0.6,10,0.0
0,49,29,135530.0,-2.4,20,2.0
0,50,20,135531.0,0.9756040299593088,10,0.0
0,50,21,135532.0,-0.4,10,0.0
0,50,22,135533.0,-0.4,10,0.0
0,50,23,,0.0,0,0.0
0,50,24,135534.0,0.6,10,0.0
0,50,25,135535.0,0.07252305559207928,20,1.0
0,50,26,135536.0,-0.4,10,0.0
0,50,27,135537.0,-0.47064344367585387,20,1.0706434436758538
0,50,28,135538.0,-0.4,10,0.0
0,50,29,135539.0,-3.481078011274525,20,3.081078011274525
0,51,20,135540.0,-0.4,10,0.0
0,51,21,135541.0,0.946555467379507,10,0.0
0,51,22,135542.0,-0.4,10,0.0
0,51,23,,0.0,0,0.0
0,51,24,135543.0,1.5674693802280633,10,0.0
0,51,25,135544.0,2.946979941127721,20,1.0
0,51,26,135545.0,-0.4,10,0.0
0,51,27,135546.0,-2.367469380228063,20,1.9674693802280632
0,51,28,135547.0,0.6,10,0.0
0,51,29,135548.0,0.20177559389777766,20,2.0
0,52,20,135549.0,-0.4,10,0.0
0,52,21,135550.0,-0.4,10,0.0
0,52,22,135551.0,-0.4,10,0.0
0,52,23,,0.0,0,0.0
0,52,24,135552.0,0.6,10,0.0
0,52,25,135553.0,-1.872523055592079,20,1.4725230555920792
0,52,26,135554.0,-0.4,10,0.0
0,52,27,135555.0,-0.7756040299593089,20,1.3756040299593089
0,52,28,135556.0,0.6,10,0.0
0,52,29,135557.0,-2.4,20,2.0
0,53,20,135558.0,-0.4,10,0.0
0,53,21,135559.0,-0.4,10,0.0
0,53,22,135560.0,0.6,10,0.0
0,53,23,,0.0,0,0.0
0,53,24,135561.0,-0.4,10,0.0
0,53,25,135562.0,-0.4,20,1.0
0,53,26,135563.0,-0.4,10,0.0
0,53,27,135564.0,-1.7469799411277207,20,1.3469799411277208
0,53,28,135565.0,-0.4,10,0.0
0,53,29,135566.0,-3.0017755938977775,20,2.6017755938977776
0,54,20,135567.0,-0.4,10,0.0
0,54,21,135568.0,-0.4,10,0.0
0,54,22,135569.0,-0.4,10,0.0
0,54,23,,0.0,0,0.0
0,54,24,135570.0,-0.4,10,0.0
0,54,25,135571.0,-1.4,20,1.0
0,54,26,135572.0,-0.4,10,0.0
0,54,27,135573.0,-0.4,20,1.0
0,54,28,135574.0,0.9969718520683964,10,0.0
0,54,29,135575.0,-2.746555467379507,20,2.346555467379507
0,55,20,135576.0,-0.4,10,0.0
0,55,21,135577.0,-0.4,10,0.0
0,55,22,135578.0,-0.4,10,0.0
0,55,23,,0.0,0,0.0
0,55,24,135579.0,-0.4,10,0.0
0,55,25,135580.0,0.6000000000000001,20,1.0
0,55,26,135581.0,-0.4,10,0.0
0,55,27,135582.0,0.11444832436045616,20,1.0
0,55,28,135583.0,-0.4,10,0.0
0,55,29,135584.0,-2.4,20,2.0
0,56,20,135585.0,-0.4,10,0.0
0,56,21,135586.0,-0.4,10,0.0
0,56,22,135587.0,-0.4,10,0.0
0,56,23,,0.0,0,0.0
0,56,24,135588.0,-0.4,10,0.0
0,56,25,135589.0,-0.7969718520683965,20,1.3969718520683965
0,56,26,135590.0,-0.4,10,0.0
0,56,27,135591.0,-1.914448324360456,20,1.514448324360456
0,56,28,135592.0,-0.4,10,0.0
0,56,29,135593.0,-2.4,20,2.0
0,57,20,135594.0,0.9367553209660165,10,0.0
0,57,21,135595.0,1.673156117544237,10,0.0
0,57,22,135596.0,-2.473156117544237,10,2.073156117544237
0,57,23,,0.0,0,0.0
0,57,24,135597.0,-0.4,10,0.0
0,57,25,135598.0,-1.4,20,1.0
0,57,26,135599.0,1.4750347420804433,10,0.0
0,57,27,135600.0,-0.4,20,1.0
0,57,28,135601.0,-0.4,10,0.0
0,57,29,135602.0,-1.4,20,2.0
0,58,20,135603.0,-0.4,10,0.0
0,58,21,135604.0,-0.4,10,0.0
0,58,22,135605.0,-0.4,10,0.0
0,58,23,,0.0,0,0.0
0,58,24,135606.0,-0.4,10,0.0
0,58,25,135607.0,-1.4,20,1.0
0,58,26,135608.0,-0.4,10,0.0
0,58,27,135609.0,-1.4,20,1.0
0,58,28,135610.0,-0.4,10,0.0
0,58,29,135611.0,-3.275034742080443,20,2.875034742080443
0,59,20,135612.0,-0.4,10,0.0
0,59,21,135613.0,-0.4,10,0.0
0,59,22,135614.0,-0.4,10,0.0
0,59,23,,0.0,0,0.0
0,59,24,135615.0,1.6058775780627745,10,0.0
0,59,25,135616.0,-1.7367553209660165,20,1.3367553209660166
0,59,26,135617.0,-0.4,10,0.0
0,59,27,135618.0,-1.4058775780627744,20,2.0058775780627744
0,59,28,135619.0,-0.4,10,0.0
0,59,29,135620.0,-2.4,20,2.0
0,60,20,135621.0,-0.4,10,0.0
0,60,21,135622.0,-0.4,10,0.0
0,60,22,135623.0,-0.4,10,0.0
0,60,23,,0.0,0,0.0
0,60,24,135624.0,-0.4,10,0.0
